pH,Temperature,Taste,Odor,Fat_Content,Titratable_Acidity,Protein_Content,Lactose_Content,TPC,SCC,Color,Label
6.8,4.0,1,1,4.78,0.162,3.05,4.7,96700,223600,1,High
6.84,7.6,1,0,3.11,0.175,2.92,4.38,1390600,424000,1,Medium
7.14,16.2,1,1,2.61,0.213,2.3,4.33,3908900,1192700,0,Low
6.74,6.8,1,0,3.1,0.163,2.87,4.63,905300,424000,1,Medium
6.77,5.7,1,1,3.67,0.165,3.15,5.08,282400,59000,1,High
6.78,9.7,0,1,3.21,0.185,3.03,4.59,1219400,441300,1,Medium
6.7,6.0,1,1,4.43,0.129,3.36,4.75,90700,224400,1,High
6.62,8.0,0,1,3.06,0.187,3.14,4.49,1241800,307000,1,Medium
6.79,3.7,1,1,3.7,0.124,3.42,4.76,167300,41400,1,High
6.63,8.7,1,1,3.3,0.172,3.11,4.44,570300,421400,1,Medium
6.78,8.2,1,1,3.27,0.183,3.15,4.49,1962400,287700,1,Medium
6.72,2.8,1,1,4.25,0.163,3.1,4.67,281700,41000,1,High
6.81,9.7,1,1,3.15,0.168,2.86,4.34,1187000,415800,1,Medium
6.83,8.0,1,1,3.3,0.164,3.13,4.56,889700,341600,0,Medium
6.54,23.9,1,1,3.04,0.187,2.39,3.77,5612500,928500,0,Low
6.78,4.1,1,1,4.67,0.148,3.07,5.11,182100,239800,1,High
6.75,4.3,1,1,3.71,0.127,3.29,4.87,254500,74800,1,High
7.0,13.0,0,1,2.42,0.283,2.76,4.16,7417100,498400,1,Low
6.76,4.7,1,1,3.85,0.142,3.49,4.78,225300,189800,1,High
6.66,7.5,0,1,3.27,0.184,2.88,4.53,1445400,321700,1,Medium
7.07,14.8,1,0,2.6,0.342,2.85,3.8,5539200,991300,0,Low
6.71,3.2,1,1,4.02,0.15,3.41,5.1,237100,81200,1,High
6.83,9.3,0,1,3.26,0.173,3.15,4.54,708500,322200,1,Medium
6.68,2.7,1,1,3.38,0.138,3.31,4.78,144200,241000,1,High
6.68,3.7,1,1,4.6,0.141,3.37,4.82,204700,32800,1,High
6.78,2.3,1,1,4.2,0.153,3.11,5.04,166900,186000,1,High
6.66,5.8,1,1,4.7,0.134,3.17,4.75,187900,160200,1,High
6.74,4.2,1,1,3.35,0.125,3.44,5.16,201300,184200,1,High
6.83,7.8,1,1,3.29,0.172,3.05,4.54,1851000,271300,1,Medium
6.75,6.0,1,1,4.25,0.155,3.3,4.88,60000,55300,1,High
7.15,13.7,0,1,2.92,0.248,2.62,4.12,7529000,791600,0,Low
7.01,16.8,0,0,2.56,0.287,2.79,4.09,7295900,313400,0,Low
6.77,3.0,1,1,3.51,0.163,3.26,5.09,166000,179200,1,High
7.17,13.7,0,0,2.95,0.333,2.88,4.1,6161700,911800,0,Low
6.62,3.4,1,1,4.53,0.151,3.4,4.7,112900,195100,1,High
6.68,5.9,1,1,3.6,0.164,3.4,4.56,15900,116400,1,High
6.74,9.6,1,1,3.11,0.182,3.13,4.38,681600,390600,1,Medium
7.18,20.4,1,0,2.59,0.285,2.76,4.29,3198900,1181800,0,Low
6.48,10.6,0,1,2.57,0.313,2.87,4.26,5868400,530300,0,Low
6.25,13.9,0,0,2.11,0.319,2.43,3.51,7235700,818200,0,Low
6.7,9.7,1,0,3.05,0.171,3.03,4.43,349900,278800,1,Medium
6.69,5.1,1,1,4.01,0.14,3.25,4.69,14200,32900,1,High
7.11,20.2,0,1,3.14,0.289,2.44,4.17,6264200,1108400,1,Low
6.33,24.3,0,1,2.96,0.265,2.75,3.99,4203000,372800,1,Low
6.63,5.1,1,1,4.14,0.147,3.49,5.0,136800,230500,1,High
6.73,4.1,1,1,4.6,0.161,3.35,4.91,258200,62500,1,High
7.04,15.2,1,1,2.58,0.216,2.82,3.59,5090300,614200,0,Low
6.74,3.2,1,1,3.58,0.128,3.17,4.81,107600,162300,1,High
6.67,7.7,1,1,3.38,0.179,3.01,4.4,467500,343800,0,Medium
6.9,18.1,1,0,2.9,0.192,2.32,4.38,3778100,369700,1,Low
7.04,24.4,1,1,2.54,0.273,2.8,3.62,2085600,1088000,0,Low
6.78,8.1,1,1,3.38,0.176,3.05,4.61,589300,392100,0,Medium
6.74,4.7,1,1,4.14,0.139,3.25,4.79,173800,86700,1,High
6.63,6.4,1,1,3.31,0.188,3.13,4.5,1732300,316600,0,Medium
6.72,9.0,1,1,3.38,0.178,3.04,4.48,1156400,270200,1,Medium
7.03,21.8,0,0,2.64,0.234,2.83,4.39,4951900,774800,0,Low
6.66,7.5,1,0,3.28,0.172,2.86,4.54,747300,366700,1,Medium
6.25,16.0,0,1,2.53,0.303,2.83,3.89,7166600,945000,1,Low
6.66,5.8,1,1,4.03,0.124,3.17,5.1,266600,151000,1,High
6.67,4.6,1,1,4.37,0.15,3.43,4.75,154900,144300,1,High
6.39,24.8,0,0,2.33,0.24,2.54,3.72,5593600,606900,1,Low
6.65,3.8,1,1,4.05,0.151,3.29,5.13,272900,175600,1,High
6.67,5.3,1,1,4.34,0.137,3.26,4.91,24500,171500,1,High
6.84,9.2,0,1,3.2,0.178,3.05,4.34,1910200,308600,1,Medium
6.74,2.4,1,1,4.48,0.167,3.38,4.99,48300,155700,1,High
6.47,13.1,0,0,2.65,0.269,2.58,4.19,3390400,313100,0,Low
7.08,20.3,0,0,2.91,0.252,2.95,4.32,5431500,687100,0,Low
6.74,3.8,1,1,4.32,0.145,3.48,5.06,29500,146000,1,High
6.64,9.7,1,1,3.22,0.188,2.96,4.47,767400,260600,1,Medium
6.73,3.8,1,1,4.16,0.128,3.36,4.84,114800,186100,1,High
6.59,7.4,1,1,3.31,0.167,3.12,4.35,573800,370000,1,Medium
7.2,15.9,0,1,2.58,0.333,2.44,4.05,6702200,753800,1,Low
6.54,15.7,0,0,2.6,0.298,2.75,3.56,7922200,871600,0,Low
6.52,16.7,0,0,2.55,0.209,2.43,3.65,6017000,494700,0,Low
6.83,8.9,1,0,3.29,0.168,2.93,4.49,929300,403300,1,Medium
6.46,22.7,0,1,3.03,0.187,2.53,3.61,6997500,612300,0,Low
7.04,19.2,0,0,2.24,0.293,2.36,3.97,5047800,589500,1,Low
6.54,10.6,0,0,2.17,0.326,2.79,3.6,7105400,624200,1,Low
6.56,7.5,1,1,3.33,0.161,3.12,4.57,1006600,303400,1,Medium
6.44,11.1,0,0,2.76,0.313,2.62,4.35,5915300,486800,0,Low
6.3,24.7,0,0,2.13,0.224,2.82,4.0,4158400,1117100,1,Low
6.64,4.4,1,1,4.06,0.145,3.21,5.18,151700,35400,1,High
6.63,3.2,1,1,4.18,0.136,3.16,4.58,131000,137500,1,High
6.75,9.5,1,1,3.4,0.181,3.02,4.59,1232700,314000,0,Medium
7.12,20.5,0,0,3.16,0.325,2.69,3.5,3693100,1131300,1,Low
6.64,4.3,1,1,3.5,0.141,3.17,5.02,149300,54200,1,High
6.66,9.8,1,1,3.24,0.169,2.96,4.46,1437800,292500,1,Medium
6.61,5.7,1,1,4.46,0.157,3.08,4.73,15500,56000,1,High
6.73,8.8,1,1,3.31,0.181,3.14,4.52,765900,370300,1,Medium
6.33,12.1,0,0,3.06,0.235,2.66,3.92,7096300,317400,1,Low
6.76,8.4,1,1,3.35,0.178,2.97,4.6,1079700,395800,0,Medium
6.87,22.2,0,0,2.22,0.195,2.44,3.54,4284800,538300,0,Low
6.78,6.9,1,0,3.25,0.177,3.03,4.44,1323900,411200,1,Medium
6.89,18.9,0,0,2.74,0.193,2.5,4.2,5688400,713500,0,Low
6.65,4.5,1,1,3.51,0.149,3.18,4.84,50800,40800,1,High
6.61,5.2,1,1,3.37,0.139,3.2,4.64,72500,235300,1,High
6.74,5.3,1,1,3.77,0.154,3.18,4.84,91900,151200,1,High
6.7,5.5,1,1,3.31,0.125,3.44,4.72,67800,26300,1,High
6.59,9.4,1,1,3.1,0.165,3.03,4.61,1853900,393600,0,Medium
6.78,2.6,1,1,4.66,0.156,3.13,5.09,127800,139200,1,High
6.66,3.6,1,1,4.57,0.132,3.38,4.55,190600,36200,1,High
6.99,19.9,0,0,2.78,0.227,2.45,3.83,5436100,585100,0,Low
6.32,14.8,0,0,2.45,0.342,2.9,3.96,5925100,633500,0,Low
6.69,2.8,1,1,4.32,0.157,3.39,5.08,222700,240000,1,High
6.34,11.9,0,0,2.54,0.261,2.77,4.13,5679700,899000,1,Low
6.77,3.8,1,1,3.98,0.159,3.26,5.18,112500,218600,1,High
6.92,17.4,1,1,2.82,0.21,2.61,4.29,7415100,941400,0,Low
6.79,6.9,1,1,3.11,0.19,2.97,4.41,711800,426600,1,Medium
6.62,5.4,1,1,4.56,0.134,3.49,4.94,99100,78400,1,High
6.67,5.8,1,1,4.31,0.159,3.21,5.09,211400,65600,1,High
6.58,9.2,1,1,3.19,0.168,3.15,4.63,900200,351300,1,Medium
6.24,21.4,0,0,2.11,0.299,2.42,3.73,7817500,381700,0,Low
6.78,3.9,1,1,4.43,0.147,3.21,5.11,144500,57500,1,High
6.57,8.5,1,0,3.3,0.177,2.9,4.64,954500,403900,1,Medium
6.63,7.6,0,1,3.28,0.166,3.02,4.45,945600,349600,1,Medium
6.78,7.5,1,1,3.33,0.175,2.91,4.41,491900,401800,1,Medium
6.44,20.1,0,0,2.42,0.26,2.46,3.98,4248200,424900,1,Low
6.97,23.3,0,1,2.42,0.217,2.57,3.63,3394300,679800,0,Low
6.64,6.7,0,1,3.36,0.171,3.0,4.34,432700,430100,1,Medium
7.1,16.5,1,0,2.8,0.192,2.87,3.89,3613200,380400,0,Low
7.06,23.1,0,0,2.96,0.304,2.94,4.26,6212100,391900,1,Low
6.63,9.6,1,1,3.21,0.166,3.1,4.42,1775000,319300,1,Medium
6.71,8.3,1,1,3.09,0.17,2.92,4.51,1846400,250600,0,Medium
6.68,2.3,1,1,4.54,0.158,3.42,5.17,200600,166800,1,High
6.92,11.2,1,0,2.85,0.287,2.43,3.83,2734700,1143200,1,Low
6.76,4.0,1,1,3.81,0.129,3.48,4.86,299300,134300,1,High
7.09,19.5,0,0,2.85,0.339,2.64,3.84,6180500,1103700,1,Low
6.65,2.0,1,1,4.51,0.127,3.27,4.88,111500,200600,1,High
6.75,9.7,1,1,3.37,0.187,3.0,4.32,1824800,370900,1,Medium
6.76,5.7,1,1,3.79,0.139,3.12,4.87,148600,26900,1,High
6.97,11.6,0,0,2.71,0.267,2.4,4.01,2440000,586300,1,Low
6.24,10.4,1,1,2.03,0.245,2.53,3.78,6357800,980700,0,Low
6.97,22.0,1,0,2.17,0.22,2.54,4.12,3965400,621700,0,Low
6.66,3.2,1,1,4.6,0.165,3.18,5.13,212700,209000,1,High
6.68,6.1,1,1,3.14,0.16,3.15,4.51,635900,254900,1,Medium
6.57,7.3,1,1,3.35,0.165,3.11,4.32,1783000,301200,0,Medium
6.6,7.4,1,1,3.11,0.168,3.0,4.64,1631800,335300,0,Medium
6.8,3.5,1,1,3.99,0.165,3.29,5.12,134300,133500,1,High
6.58,7.2,1,1,3.18,0.187,2.97,4.56,807300,299800,1,Medium
6.68,5.7,1,1,4.31,0.136,3.36,4.72,192800,227900,1,High
6.71,4.6,1,1,3.81,0.167,3.25,4.83,223200,23700,1,High
6.64,8.3,1,1,3.05,0.161,3.13,4.48,1713500,415400,1,Medium
6.76,4.2,1,1,4.49,0.163,3.11,4.77,38200,237200,1,High
6.4,14.8,1,0,2.76,0.28,2.66,4.04,4478800,1118300,1,Low
6.82,7.9,1,1,3.05,0.16,2.87,4.44,1412800,419700,0,Medium
6.61,2.3,1,1,4.24,0.121,3.16,4.66,114700,41600,1,High
6.22,18.5,1,0,2.11,0.204,2.88,3.64,6095800,504000,0,Low
6.75,7.3,1,0,3.3,0.168,3.1,4.31,1447700,329800,1,Medium
6.66,9.5,1,1,3.25,0.169,2.96,4.44,513100,277200,1,Medium
6.67,4.5,1,1,4.44,0.148,3.39,4.81,99400,39700,1,High
6.96,23.8,1,0,2.39,0.258,2.68,4.32,6276000,1197900,0,Low
6.76,2.7,1,1,4.37,0.167,3.22,4.84,172200,232500,1,High
7.02,22.1,0,0,2.14,0.337,2.84,4.03,4667000,584700,1,Low
6.7,5.8,1,1,3.59,0.123,3.39,4.77,112400,55900,1,High
6.92,24.0,1,0,2.48,0.312,2.34,4.08,7067200,769100,1,Low
6.58,6.8,1,1,3.21,0.181,3.0,4.63,1311400,284000,0,Medium
6.56,8.2,1,1,3.26,0.177,3.14,4.35,924700,378600,1,Medium
6.61,2.4,1,1,3.63,0.122,3.09,4.77,289900,113300,1,High
6.37,15.3,0,0,2.61,0.255,2.78,3.69,6862100,368200,1,Low
7.16,13.9,0,0,2.55,0.193,2.65,3.91,4434300,321000,1,Low
6.92,11.4,0,0,2.01,0.186,2.73,3.72,5067700,482000,0,Low
6.5,18.6,0,0,2.9,0.27,2.46,4.39,4638200,992900,0,Low
6.67,7.6,0,1,3.32,0.175,3.1,4.53,1096600,418900,1,Medium
6.62,3.1,1,1,4.36,0.153,3.37,4.9,10900,201900,1,High
6.25,24.1,0,0,2.19,0.245,2.49,4.37,4244600,484700,0,Low
6.88,12.6,0,0,3.09,0.281,2.55,3.92,5953400,552900,0,Low
6.59,9.6,1,0,3.25,0.17,2.87,4.36,360400,363500,1,Medium
6.43,14.7,0,0,2.93,0.204,2.88,3.83,5088500,1016700,1,Low
6.76,2.7,1,1,3.96,0.153,3.22,4.85,165700,217600,1,High
6.84,6.9,1,1,3.35,0.182,2.99,4.48,520100,258800,0,Medium
6.79,7.8,0,1,3.39,0.169,3.04,4.31,1001800,322700,1,Medium
6.79,2.7,1,1,3.32,0.137,3.19,4.59,138500,124200,1,High
6.71,9.8,0,1,3.25,0.175,3.09,4.45,594000,332000,1,Medium
6.62,8.5,0,1,3.37,0.172,2.86,4.52,1123100,372500,1,Medium
6.73,3.8,1,1,4.66,0.153,3.5,4.6,170000,196700,1,High
6.77,5.9,1,1,3.49,0.124,3.36,4.77,263800,102800,1,High
6.64,8.9,1,0,3.26,0.188,3.04,4.32,754100,392600,1,Medium
6.75,3.8,1,1,3.71,0.154,3.12,4.97,223400,74600,1,High
7.02,16.1,0,1,2.58,0.263,2.61,4.32,3138100,870600,0,Low
7.1,15.3,1,0,2.98,0.24,2.44,4.29,3538400,587800,1,Low
6.79,7.9,1,1,3.16,0.183,2.97,4.61,885000,272100,1,Medium
7.16,22.6,1,0,2.72,0.182,2.56,3.68,7396200,1067000,0,Low
7.2,13.4,0,0,2.56,0.343,2.91,4.16,4875600,973500,0,Low
6.53,12.1,0,1,2.68,0.319,2.77,3.94,5025000,832200,0,Low
6.61,7.5,1,1,3.2,0.186,3.07,4.33,661500,399600,0,Medium
6.79,9.6,1,1,3.15,0.161,2.98,4.34,1302900,297500,0,Medium
6.64,6.5,1,0,3.13,0.166,3.1,4.59,1571300,270700,1,Medium
6.22,17.3,1,0,3.13,0.205,2.49,4.04,6571200,337400,0,Low
6.73,5.3,1,1,4.61,0.156,3.19,4.82,82100,117500,1,High
6.71,8.5,0,1,3.32,0.161,2.93,4.51,1787600,352900,1,Medium
6.37,23.6,0,0,2.05,0.29,2.55,3.74,2838200,707700,1,Low
6.71,2.1,1,1,3.67,0.138,3.44,4.73,46100,210400,1,High
6.56,7.8,1,1,3.17,0.183,2.86,4.37,451600,329300,0,Medium
6.65,7.0,1,1,3.35,0.19,3.03,4.31,1203300,269600,0,Medium
6.71,7.7,1,1,3.29,0.166,2.88,4.43,342600,291100,1,Medium
6.63,9.7,1,0,3.3,0.175,3.11,4.35,920700,382100,1,Medium
6.56,6.8,1,1,3.12,0.167,2.87,4.6,696800,362100,1,Medium
6.6,3.2,1,1,3.96,0.12,3.37,4.68,168600,244800,1,High
6.68,4.0,1,1,4.77,0.124,3.41,4.85,104200,23600,1,High
6.69,5.5,1,1,3.5,0.123,3.22,5.17,247100,161700,1,High
6.77,4.2,1,1,4.59,0.135,3.35,5.03,275700,202200,1,High
6.79,2.0,1,1,3.3,0.13,3.17,4.66,280800,194400,1,High
6.66,8.6,1,1,3.15,0.182,3.01,4.34,717400,364100,0,Medium
6.65,2.3,1,1,3.66,0.154,3.06,5.18,12600,22900,1,High
6.23,17.4,1,0,2.89,0.316,2.42,3.58,7614100,1088000,0,Low
6.67,5.8,1,1,4.4,0.142,3.42,5.2,76600,85400,1,High
7.06,18.3,1,0,2.32,0.255,2.37,3.83,6969900,827200,0,Low
6.41,22.8,0,1,2.28,0.207,2.31,3.6,2850400,458300,0,Low
6.76,3.3,1,1,3.51,0.136,3.44,5.07,258800,170800,1,High
6.83,7.8,0,1,3.09,0.188,3.03,4.36,1746000,303200,1,Medium
6.76,2.7,1,1,3.43,0.157,3.22,4.78,275800,140800,1,High
6.68,3.9,1,1,3.65,0.157,3.39,4.75,276200,228300,1,High
6.7,4.6,1,1,4.66,0.135,3.31,5.07,142600,92300,1,High
6.84,9.2,0,1,3.07,0.164,2.89,4.44,688500,344400,1,Medium
6.87,24.8,1,0,2.67,0.294,2.85,3.89,7963100,958400,1,Low
6.75,5.0,1,1,3.69,0.153,3.15,4.6,123500,39200,1,High
6.77,8.2,1,1,3.36,0.167,2.9,4.57,1754700,405000,1,Medium
6.68,7.5,1,1,3.33,0.186,2.9,4.32,330000,438900,1,Medium
7.15,19.7,1,1,3.11,0.307,2.49,3.72,4771400,790300,0,Low
6.75,9.2,1,1,3.13,0.177,2.98,4.43,972100,374300,0,Medium
6.68,5.2,1,1,3.59,0.121,3.18,5.02,199700,161000,1,High
6.68,5.4,1,1,3.81,0.168,3.11,4.85,245800,163800,1,High
6.56,9.8,1,1,3.35,0.168,2.86,4.31,1498300,335100,1,Medium
6.62,4.1,1,1,4.79,0.167,3.24,4.62,91800,71500,1,High
6.6,4.3,1,1,4.06,0.157,3.49,5.01,108600,41800,1,High
6.23,18.7,1,0,3.06,0.24,2.46,3.62,2854100,458000,1,Low
6.57,7.9,1,1,3.09,0.176,2.94,4.59,1376700,300000,0,Medium
6.5,16.4,0,0,2.28,0.229,2.89,4.21,2857800,464500,0,Low
6.73,2.3,1,1,3.41,0.143,3.48,4.85,149200,40500,1,High
6.55,7.8,1,1,3.21,0.171,2.86,4.39,1856200,251900,1,Medium
6.61,7.5,1,1,3.22,0.162,2.96,4.44,351800,408300,1,Medium
6.63,7.8,0,1,3.3,0.162,2.95,4.49,1649400,283200,1,Medium
6.45,18.2,1,0,3.09,0.272,2.52,3.69,4759900,1073900,1,Low
6.65,8.1,1,1,3.39,0.165,3.03,4.5,1588400,348100,1,Medium
6.78,7.4,0,1,3.18,0.169,2.95,4.32,1114600,349700,1,Medium
6.49,19.8,0,0,2.62,0.257,2.54,3.55,2284700,441300,1,Low
6.75,6.2,1,0,3.2,0.179,2.96,4.52,1484400,406500,1,Medium
6.78,4.2,1,1,3.77,0.132,3.39,5.19,61700,149600,1,High
6.45,13.1,0,0,2.96,0.218,2.41,3.71,4739900,1059300,0,Low
6.56,8.0,1,1,3.13,0.165,3.0,4.54,1344900,314300,1,Medium
7.12,18.9,0,1,2.96,0.301,2.36,4.16,5884800,465500,1,Low
7.02,18.1,1,0,2.63,0.2,2.4,4.17,7990100,852900,1,Low
6.4,11.2,1,0,2.28,0.338,2.32,3.59,7527800,767300,0,Low
6.63,2.4,1,1,4.19,0.168,3.31,5.09,74300,99000,1,High
6.56,8.3,1,1,3.32,0.172,2.96,4.56,1959700,427500,0,Medium
6.71,7.8,1,1,3.26,0.189,2.87,4.58,1624300,335900,1,Medium
6.92,25.0,1,1,2.15,0.218,2.54,3.97,3363100,866300,0,Low
6.72,8.4,1,1,3.15,0.173,2.92,4.49,1971000,294900,0,Medium
6.88,13.9,1,0,2.9,0.189,2.91,4.34,5475300,362500,1,Low
6.79,5.7,1,1,4.42,0.139,3.21,5.08,31500,43100,1,High
6.64,4.4,1,1,3.56,0.138,3.41,4.89,195600,53800,1,High
6.71,8.5,1,0,3.14,0.176,3.11,4.54,1282100,339400,1,Medium
6.2,20.3,0,0,3.07,0.196,2.73,3.62,3434200,760900,0,Low
6.35,19.5,1,0,2.68,0.219,2.67,3.7,7431700,641600,1,Low
6.94,10.7,0,0,2.24,0.239,2.89,3.83,6693600,355600,1,Low
6.24,18.8,0,1,2.75,0.311,2.74,3.87,5564400,613800,0,Low
6.67,6.2,1,0,3.31,0.165,3.08,4.56,1238200,302100,1,Medium
6.76,5.6,1,1,4.5,0.123,3.16,4.81,283300,228600,1,High
6.76,6.3,1,1,3.15,0.178,2.92,4.64,1004200,256900,0,Medium
6.36,21.3,1,1,2.96,0.214,2.71,3.83,3438400,1056700,0,Low
7.06,21.8,0,0,2.6,0.192,2.67,3.57,2271900,1150200,1,Low
7.13,21.7,0,0,3.14,0.19,2.77,3.75,3795400,1160200,0,Low
6.95,13.0,0,1,2.67,0.236,2.72,4.19,2443800,1126600,1,Low
6.82,8.3,0,1,3.18,0.177,2.9,4.33,1493300,401300,1,Medium
6.2,13.1,1,1,2.11,0.268,2.48,3.53,7977500,526800,0,Low
6.66,4.4,1,1,4.1,0.169,3.17,4.96,253700,58800,1,High
6.61,3.5,1,1,4.17,0.161,3.48,5.06,118100,23000,1,High
6.65,5.6,1,1,3.84,0.161,3.14,5.15,92500,20200,1,High
6.61,5.4,1,1,4.44,0.146,3.38,4.79,177800,60200,1,High
6.66,8.0,1,0,3.07,0.174,2.93,4.45,1024000,420600,1,Medium
6.77,7.7,1,1,3.34,0.178,3.0,4.38,1918800,394000,1,Medium
6.73,6.6,1,1,3.24,0.167,3.04,4.49,1634600,347100,1,Medium
7.0,18.4,0,0,3.02,0.196,2.85,4.06,3418100,381700,0,Low
6.95,15.6,0,0,2.52,0.218,2.5,4.2,4160600,541800,0,Low
6.61,8.1,1,0,3.39,0.18,2.95,4.54,921600,277700,1,Medium
6.42,22.9,0,0,2.69,0.247,2.77,4.24,4730900,1086900,0,Low
6.65,4.7,1,1,3.98,0.142,3.2,4.7,77600,139400,1,High
6.65,3.9,1,1,4.1,0.132,3.05,4.91,147900,73800,1,High
6.59,9.1,1,0,3.12,0.173,3.01,4.43,792100,387500,1,Medium
6.61,2.6,1,1,4.58,0.162,3.3,5.12,28900,20900,1,High
6.61,4.7,1,1,4.45,0.142,3.37,5.08,42700,225300,1,High
6.73,7.9,1,1,3.26,0.171,2.86,4.42,1139700,302000,0,Medium
6.76,5.1,1,1,4.23,0.154,3.43,5.05,138900,33200,1,High
6.57,8.5,1,1,3.32,0.172,3.09,4.37,895300,436900,0,Medium
6.76,5.9,1,1,3.55,0.129,3.4,4.86,26900,64500,1,High
6.76,6.8,1,1,3.09,0.175,3.08,4.59,570500,416000,1,Medium
6.73,7.0,0,1,3.22,0.178,3.03,4.51,1978800,411300,1,Medium
7.17,11.0,0,0,2.22,0.197,2.71,4.09,5378100,689400,0,Low
7.01,11.9,1,0,2.85,0.257,2.88,3.71,3025400,510900,0,Low
6.49,12.3,1,0,2.17,0.234,2.35,4.19,4633200,355900,0,Low
6.4,17.5,1,0,2.15,0.282,2.44,3.88,2295200,699300,0,Low
6.71,8.1,1,1,3.16,0.171,3.07,4.46,1991100,443600,1,Medium
6.75,4.4,1,1,4.45,0.134,3.37,4.73,299400,159300,1,High
6.76,5.9,1,1,4.17,0.149,3.3,4.71,93700,83500,1,High
6.75,9.5,1,1,3.11,0.163,3.1,4.35,782800,384700,1,Medium
6.78,8.2,0,1,3.06,0.184,3.1,4.65,1063600,348900,1,Medium
7.04,18.1,1,0,2.85,0.311,2.36,3.59,7829700,1189700,0,Low
6.67,4.9,1,1,3.84,0.144,3.2,4.79,106100,183800,1,High
6.8,6.0,1,1,4.3,0.139,3.44,4.65,118000,197600,1,High
6.48,18.6,0,0,2.1,0.19,2.42,4.25,6956100,705800,1,Low
7.04,13.0,1,0,2.09,0.225,2.42,3.66,3041500,676400,0,Low
6.8,4.2,1,1,4.07,0.123,3.48,4.8,131300,24400,1,High
6.82,7.5,1,1,3.36,0.188,2.86,4.53,1407700,305200,0,Medium
6.74,8.8,1,1,3.4,0.182,2.85,4.47,1208800,342900,0,Medium
6.64,4.3,1,1,4.19,0.141,3.49,4.78,172400,84400,1,High
6.61,8.6,1,1,3.12,0.181,2.97,4.31,1215300,301500,1,Medium
6.68,3.2,1,1,3.55,0.12,3.29,5.02,75300,77700,1,High
6.88,24.2,1,0,2.57,0.342,2.87,3.57,4367600,670000,0,Low
6.76,3.6,1,1,4.69,0.126,3.42,4.86,207200,75800,1,High
6.91,19.9,0,1,2.97,0.304,2.62,3.71,4238300,817200,0,Low
6.82,8.4,1,1,3.13,0.18,3.03,4.47,1783900,331000,1,Medium
6.5,23.2,1,0,2.01,0.213,2.84,3.72,5929300,1116500,0,Low
6.63,2.2,1,1,4.14,0.166,3.31,4.96,131600,110300,1,High
7.07,17.8,0,0,2.77,0.327,2.68,4.2,6502100,632500,0,Low
7.07,15.7,0,0,2.42,0.334,2.79,4.01,2527500,547700,1,Low
6.84,7.0,1,1,3.37,0.163,2.9,4.58,1394000,259100,1,Medium
6.69,2.2,1,1,4.69,0.163,3.3,4.56,223200,216200,1,High
7.13,20.0,1,1,2.83,0.206,2.58,3.74,4847400,1070000,0,Low
6.33,17.0,0,1,2.65,0.329,2.43,3.76,7966900,838700,1,Low
6.73,4.6,1,1,3.47,0.129,3.2,4.67,148400,164600,1,High
7.0,18.3,0,0,2.16,0.328,2.51,3.8,5755900,582300,0,Low
6.92,17.4,0,0,2.92,0.327,2.8,4.06,3249900,368800,0,Low
6.31,17.1,0,0,2.1,0.253,2.76,3.93,2299300,443400,0,Low
6.78,4.5,1,1,4.36,0.127,3.16,5.16,118100,23900,1,High
6.65,9.2,0,1,3.28,0.186,2.98,4.46,1511900,290300,1,Medium
6.7,4.3,1,1,3.39,0.152,3.45,4.82,165400,189300,1,High
6.73,7.7,1,1,3.2,0.179,3.07,4.3,1336500,328800,1,Medium
6.66,3.4,1,1,4.0,0.161,3.38,4.64,45900,167100,1,High
6.78,4.6,1,1,3.92,0.138,3.23,4.83,146000,194700,1,High
6.61,7.8,1,0,3.09,0.162,3.01,4.64,836300,354700,1,Medium
6.74,8.8,1,0,3.19,0.171,2.97,4.55,1768000,263000,1,Medium
6.58,8.3,1,0,3.14,0.172,2.94,4.47,1005600,263900,1,Medium
6.61,4.7,1,1,3.77,0.131,3.21,5.19,225200,218500,1,High
6.66,5.4,1,1,4.71,0.124,3.27,4.55,180500,53700,1,High
6.47,21.7,0,1,2.08,0.248,2.46,3.95,5157400,1013500,0,Low
6.32,22.8,0,0,3.02,0.31,2.4,3.53,7476200,618200,0,Low
6.8,6.8,1,1,3.38,0.181,3.12,4.51,715300,372900,1,Medium
6.4,11.7,0,1,2.55,0.257,2.32,3.95,2554200,688700,1,Low
6.3,17.2,0,0,2.49,0.271,2.67,4.05,4555300,871500,1,Low
6.9,17.8,1,1,2.58,0.279,2.81,4.37,7283900,325000,0,Low
7.13,22.1,0,1,2.18,0.208,2.43,3.98,4649600,661100,1,Low
6.77,5.2,1,1,3.85,0.132,3.09,4.98,242900,62600,1,High
6.69,2.1,1,1,3.76,0.134,3.27,4.96,218400,223100,1,High
6.65,4.5,1,1,3.94,0.162,3.21,4.67,128100,35100,1,High
6.25,10.2,0,0,2.26,0.328,2.43,3.82,2413300,309700,0,Low
6.23,23.0,1,0,2.84,0.335,2.67,3.92,7062100,526100,0,Low
6.66,7.9,1,1,3.37,0.169,2.93,4.42,1869600,395800,1,Medium
6.75,6.8,0,1,3.31,0.167,3.06,4.51,1772100,445500,1,Medium
6.42,14.3,0,0,2.63,0.313,2.79,3.68,5876200,1062600,0,Low
6.72,4.4,1,1,4.31,0.158,3.34,4.92,97700,131200,1,High
6.63,5.6,1,1,3.9,0.126,3.34,4.91,12900,114000,1,High
6.58,9.3,1,1,3.32,0.189,3.0,4.48,326900,319500,0,Medium
